payment_id,invoice_id,customer_id,payment_date,amount_paid,method,status
PAY00001497,INV0001497,C10096,2024-07-01,36.75,ach,settled
PAY00001498,INV0001498,C10096,2024-08-02,34.0,ach,settled
PAY00001499,INV0001499,C10096,2024-09-04,49.0,ach,settled
PAY00001500,INV0001500,C10096,2024-10-01,39.0,card,settled
PAY00001501,INV0001501,C10096,2024-11-01,36.75,ach,settled
PAY00001502,INV0001502,C10096,2024-11-02,44.0,ach,settled
PAY00001503,INV0001503,C10096,2024-12-01,44.1,ach,settled
PAY00001504,INV0001504,C10096,2025-01-03,49.0,wire,settled
PAY00001505,INV0001505,C10096,2025-02-06,36.75,wire,settled
PAY00001506,INV0001506,C10096,2025-03-06,39.0,card,settled
PAY00001507,INV0001507,C10096,2025-04-01,49.0,wire,settled
PAY00001508,INV0001508,C10096,2025-05-04,44.0,ach,settled
PAY00001509,INV0001509,C10096,2025-06-02,49.0,ach,settled
PAY00001510,INV0001510,C10096,2025-07-06,39.2,card,settled
PAY00001511,INV0001511,C10096,2025-08-01,41.65,card,settled
PAY00001512,INV0001512,C10096,2025-09-02,36.75,ach,settled
PAY00001513,INV0001513,C10097,2023-05-16,39.2,wire,settled
PAY00001514,INV0001514,C10097,2023-06-04,39.0,card,settled
PAY00001515,INV0001515,C10097,2023-07-01,44.1,card,settled
PAY00001516,INV0001516,C10097,2023-08-03,49.0,card,settled
PAY00001517,INV0001517,C10097,2023-09-03,49.0,ach,settled
PAY00001518,INV0001518,C10097,2023-10-01,34.0,wire,settled
PAY00001519,INV0001519,C10097,2023-11-01,44.1,wire,settled
PAY00001520,INV0001520,C10097,2023-12-03,24.0,card,settled
PAY00001521,INV0001521,C10097,2024-01-04,36.75,card,settled
PAY00001522,INV0001522,C10097,2024-02-01,34.0,ach,settled
PAY00001523,INV0001523,C10097,2024-03-01,39.2,ach,settled
PAY00001524,INV0001524,C10097,2024-04-02,36.75,wire,settled
PAY00001525,INV0001525,C10097,2024-05-01,44.0,wire,settled
PAY00001526,INV0001526,C10097,2024-06-03,36.75,ach,settled
PAY00001527,INV0001527,C10097,2024-07-01,44.0,card,settled
PAY00001528,INV0001528,C10097,2024-08-01,44.0,wire,settled
PAY00001529,INV0001529,C10097,2024-09-02,36.75,ach,settled
PAY00001530,INV0001530,C10097,2024-10-06,39.0,wire,settled
PAY00001531,INV0001531,C10097,2024-11-03,24.0,card,settled
PAY00001532,INV0001532,C10097,2024-12-02,36.75,card,settled
PAY00001533,INV0001533,C10097,2025-01-01,49.0,ach,settled
PAY00001534,INV0001534,C10097,2025-02-21,49.0,card,settled
PAY00001535,INV0001535,C10097,2025-03-06,44.0,ach,settled
PAY00001536,INV0001536,C10097,2025-04-04,49.0,wire,settled
PAY00001537,INV0001537,C10097,2025-05-02,34.0,wire,settled
PAY00001538,INV0001538,C10097,2025-06-01,49.0,ach,settled
PAY00001539,INV0001539,C10097,2025-07-01,44.0,ach,settled
PAY00001540,INV0001540,C10097,2025-08-02,24.0,wire,settled
PAY00001541,INV0001541,C10097,2025-09-01,49.0,wire,settled
PAY00001542,INV0001542,C10098,2023-03-08,174.0,ach,settled
PAY00001543,INV0001543,C10098,2023-04-01,184.0,wire,settled
PAY00001544,INV0001544,C10098,2023-05-02,159.2,card,settled
PAY00001545,INV0001545,C10098,2023-06-03,174.0,card,settled
PAY00001546,INV0001546,C10098,2023-07-02,184.0,card,settled
PAY00001547,INV0001547,C10098,2023-08-06,199.0,wire,settled
PAY00001548,INV0001548,C10098,2023-09-01,199.0,card,settled
PAY00001549,INV0001549,C10098,2023-10-02,169.15,wire,settled
PAY00001550,INV0001550,C10098,2023-11-01,179.1,wire,settled
PAY00001551,INV0001551,C10098,2023-12-06,149.25,ach,settled
PAY00001552,INV0001552,C10098,2024-01-08,189.0,ach,settled
PAY00001553,INV0001553,C10098,,0.0,,failed
PAY00001554,INV0001554,C10098,2024-03-11,199.0,wire,settled
PAY00001555,INV0001555,C10098,2024-04-02,149.25,ach,settled
PAY00001556,INV0001556,C10098,2024-05-11,199.0,wire,settled
PAY00001557,INV0001557,C10099,2025-08-01,159.2,ach,settled
PAY00001558,INV0001558,C10099,2025-09-01,149.25,ach,settled
PAY00001559,INV0001559,C10100,2024-02-03,44.1,card,settled
PAY00001560,INV0001560,C10100,2024-03-01,24.0,wire,settled
PAY00001561,INV0001561,C10100,2024-04-01,41.65,ach,settled
PAY00001562,INV0001562,C10100,2024-05-06,49.0,card,settled
PAY00001563,INV0001563,C10100,2024-06-01,36.75,wire,settled
PAY00001564,INV0001564,C10100,2024-07-01,24.0,card,settled
PAY00001565,INV0001565,C10100,2024-08-01,36.75,ach,settled
PAY00001566,INV0001566,C10100,2024-09-02,24.0,wire,settled
PAY00001567,INV0001567,C10100,2024-10-08,44.1,ach,settled
PAY00001568,INV0001568,C10100,2024-11-03,44.1,card,settled
PAY00001569,INV0001569,C10100,2024-12-01,34.0,ach,settled
PAY00001570,INV0001570,C10100,2025-01-02,34.0,ach,settled
PAY00001571,INV0001571,C10100,2025-02-02,49.0,card,settled
PAY00001572,INV0001572,C10100,2025-03-02,44.0,wire,settled
PAY00001573,INV0001573,C10100,2025-04-01,24.0,wire,settled
PAY00001574,INV0001574,C10100,2025-05-01,49.0,ach,settled
PAY00001575,INV0001575,C10100,2025-06-01,49.0,wire,settled
PAY00001576,INV0001576,C10100,2025-07-01,49.0,wire,settled
PAY00001577,INV0001577,C10100,2025-08-01,44.0,ach,settled
PAY00001578,INV0001578,C10100,2025-09-03,39.2,ach,settled
PAY00001579,INV0001579,C10101,2023-01-01,36.75,ach,settled
PAY00001580,INV0001580,C10101,2023-02-01,41.65,wire,settled
PAY00001581,INV0001581,C10101,2023-03-01,49.0,wire,settled
PAY00001582,INV0001582,C10101,2023-04-02,24.0,wire,settled
PAY00001583,INV0001583,C10101,2023-05-06,41.65,card,settled
PAY00001584,INV0001584,C10101,2023-06-01,44.1,ach,settled
PAY00001585,INV0001585,C10101,2023-07-01,49.0,wire,settled
PAY00001586,INV0001586,C10101,2023-08-01,49.0,wire,settled
PAY00001587,INV0001587,C10101,2023-09-03,39.0,wire,settled
PAY00001588,INV0001588,C10102,2024-09-01,674.25,card,settled
PAY00001589,INV0001589,C10102,2024-10-02,884.0,wire,settled
PAY00001590,INV0001590,C10102,2024-11-01,899.0,card,settled
PAY00001591,INV0001591,C10102,2024-12-03,899.0,wire,settled
PAY00001592,INV0001592,C10102,2025-01-02,899.0,wire,settled
PAY00001593,INV0001593,C10102,2025-02-02,899.0,ach,settled
PAY00001594,INV0001594,C10102,2025-03-04,899.0,wire,settled
PAY00001595,INV0001595,C10102,2025-04-01,874.0,ach,settled
PAY00001596,INV0001596,C10102,2025-05-01,899.0,wire,settled
PAY00001597,INV0001597,C10102,2025-06-04,874.0,wire,settled
PAY00001598,INV0001598,C10102,2025-07-02,809.1,wire,settled
PAY00001599,INV0001599,C10102,2025-08-06,884.0,wire,settled
PAY00001600,INV0001600,C10102,2025-09-04,899.0,card,settled
PAY00001601,INV0001601,C10103,2024-08-01,809.1,ach,settled
PAY00001602,INV0001602,C10103,2024-09-01,894.0,ach,settled
PAY00001603,INV0001603,C10103,2024-10-01,899.0,wire,settled
PAY00001604,INV0001604,C10103,2024-11-08,894.0,card,settled
PAY00001605,INV0001605,C10103,2024-12-04,764.15,card,settled
PAY00001606,INV0001606,C10103,2025-01-02,764.15,ach,settled
PAY00001607,INV0001607,C10103,2025-02-02,809.1,ach,settled
PAY00001608,INV0001608,C10103,2025-03-11,894.0,card,settled
PAY00001609,INV0001609,C10103,2025-04-03,874.0,card,settled
PAY00001610,INV0001610,C10103,2025-05-11,764.15,ach,settled
PAY00001611,INV0001611,C10103,,0.0,,failed
PAY00001612,INV0001612,C10103,2025-07-04,764.15,card,settled
PAY00001613,INV0001613,C10103,2025-08-31,889.0,ach,settled
PAY00001614,INV0001614,C10103,2025-09-04,894.0,card,settled
PAY00001615,INV0001615,C10104,2023-07-02,199.0,card,settled
PAY00001616,INV0001616,C10104,2023-08-01,184.0,ach,settled
PAY00001617,INV0001617,C10104,2023-09-04,179.1,wire,settled
PAY00001618,INV0001618,C10104,2023-10-02,179.1,wire,settled
PAY00001619,INV0001619,C10104,2023-11-02,199.0,ach,settled
PAY00001620,INV0001620,C10104,2023-12-04,149.25,card,settled
PAY00001621,INV0001621,C10104,2024-01-03,194.0,ach,settled
PAY00001622,INV0001622,C10104,2024-02-11,184.0,wire,settled
PAY00001623,INV0001623,C10104,2024-03-03,179.1,wire,settled
PAY00001624,INV0001624,C10104,2024-04-06,169.15,ach,settled
PAY00001625,INV0001625,C10104,,0.0,,failed
PAY00001626,INV0001626,C10104,2024-06-03,199.0,ach,settled
PAY00001627,INV0001627,C10104,2024-07-03,189.0,card,settled
PAY00001628,INV0001628,C10104,2024-08-03,169.15,ach,settled
PAY00001629,INV0001629,C10104,2024-09-01,199.0,card,settled
PAY00001630,INV0001630,C10104,2024-10-03,194.0,ach,settled
PAY00001631,INV0001631,C10104,2024-11-26,199.0,wire,settled
PAY00001632,INV0001632,C10104,2024-12-01,189.0,ach,settled
PAY00001633,INV0001633,C10104,2025-01-01,199.0,wire,settled
PAY00001634,INV0001634,C10104,2025-02-02,184.0,wire,settled
PAY00001635,INV0001635,C10104,2025-03-01,199.0,wire,settled
PAY00001636,INV0001636,C10104,2025-04-01,194.0,card,settled
PAY00001637,INV0001637,C10104,2025-05-01,169.15,ach,settled
PAY00001638,INV0001638,C10104,2025-06-01,199.0,wire,settled
PAY00001639,INV0001639,C10104,2025-07-01,184.0,wire,settled
PAY00001640,INV0001640,C10104,,0.0,,failed
PAY00001641,INV0001641,C10104,2025-09-02,184.0,ach,settled
PAY00001642,INV0001642,C10105,2025-08-02,179.1,card,settled
PAY00001643,INV0001643,C10105,2025-09-01,189.0,wire,settled
PAY00001644,INV0001644,C10106,2023-02-04,36.75,card,settled
PAY00001645,INV0001645,C10106,2023-03-01,24.0,card,settled
PAY00001646,INV0001646,C10106,2023-04-03,44.1,card,settled
PAY00001647,INV0001647,C10106,2023-05-01,36.75,ach,settled
PAY00001648,INV0001648,C10106,2023-06-02,49.0,ach,settled
PAY00001649,INV0001649,C10106,2023-07-03,36.75,card,settled
PAY00001650,INV0001650,C10106,2023-08-01,49.0,wire,settled
PAY00001651,INV0001651,C10106,2023-09-01,34.0,wire,settled
PAY00001652,INV0001652,C10106,2023-10-06,41.65,ach,settled
PAY00001653,INV0001653,C10106,2023-11-11,44.1,card,settled
PAY00001654,INV0001654,C10106,2023-12-01,34.0,wire,settled
PAY00001655,INV0001655,C10106,2024-01-06,36.75,card,settled
PAY00001656,INV0001656,C10106,2024-02-01,41.65,card,settled
PAY00001657,INV0001657,C10106,2024-03-01,49.0,card,settled
PAY00001658,INV0001658,C10106,2024-04-01,49.0,wire,settled
PAY00001659,INV0001659,C10106,2024-05-03,24.0,card,settled
PAY00001660,INV0001660,C10107,2025-02-01,899.0,card,settled
PAY00001661,INV0001661,C10107,2025-03-02,809.1,card,settled
PAY00001662,INV0001662,C10107,2025-04-26,894.0,ach,settled
PAY00001663,INV0001663,C10107,2025-05-01,674.25,ach,settled
PAY00001664,INV0001664,C10107,2025-06-01,889.0,card,settled
PAY00001665,INV0001665,C10107,2025-07-02,899.0,card,settled
PAY00001666,INV0001666,C10107,2025-08-01,674.25,card,settled
PAY00001667,INV0001667,C10107,2025-09-06,899.0,wire,settled
PAY00001668,INV0001668,C10108,2024-06-01,899.0,card,settled
PAY00001669,INV0001669,C10108,2024-07-21,674.25,wire,settled
PAY00001670,INV0001670,C10108,2024-08-11,874.0,card,settled
PAY00001671,INV0001671,C10108,2024-09-02,894.0,ach,settled
PAY00001672,INV0001672,C10108,2024-10-03,899.0,ach,settled
PAY00001673,INV0001673,C10108,2024-11-06,889.0,wire,settled
PAY00001674,INV0001674,C10108,2024-12-03,874.0,wire,settled
PAY00001675,INV0001675,C10108,2025-01-02,764.15,card,settled
PAY00001676,INV0001676,C10108,2025-02-01,674.25,card,settled
PAY00001677,INV0001677,C10108,2025-03-01,889.0,card,settled
PAY00001678,INV0001678,C10108,2025-04-03,899.0,ach,settled
PAY00001679,INV0001679,C10108,2025-04-03,889.0,wire,settled
PAY00001680,INV0001680,C10108,2025-05-04,894.0,card,settled
PAY00001681,INV0001681,C10108,2025-06-04,899.0,card,settled
PAY00001682,INV0001682,C10108,2025-07-01,899.0,card,settled
PAY00001683,INV0001683,C10108,2025-08-06,809.1,ach,settled
PAY00001684,INV0001684,C10108,2025-09-01,899.0,card,settled
PAY00001685,INV0001685,C10109,2023-12-01,194.0,wire,settled
PAY00001686,INV0001686,C10109,2024-01-01,174.0,ach,settled
PAY00001687,INV0001687,C10109,2024-02-03,199.0,card,settled
PAY00001688,INV0001688,C10109,2024-03-06,179.1,ach,settled
PAY00001689,INV0001689,C10109,2024-04-01,199.0,wire,settled
PAY00001690,INV0001690,C10109,2024-05-08,199.0,card,settled
PAY00001691,INV0001691,C10109,2024-07-01,199.0,wire,settled
PAY00001692,INV0001692,C10109,2024-07-01,199.0,wire,settled
PAY00001693,INV0001693,C10109,2024-08-08,184.0,card,settled
PAY00001694,INV0001694,C10109,2024-09-03,174.0,card,settled
PAY00001695,INV0001695,C10109,2024-10-02,199.0,card,settled
PAY00001696,INV0001696,C10109,2024-11-02,194.0,wire,settled
PAY00001697,INV0001697,C10109,2024-12-01,194.0,wire,settled
PAY00001698,INV0001698,C10109,,0.0,,failed
PAY00001699,INV0001699,C10109,2025-02-01,184.0,ach,settled
PAY00001700,INV0001700,C10109,2025-03-01,179.1,wire,settled
PAY00001701,INV0001701,C10109,2025-04-02,189.0,card,settled
PAY00001702,INV0001702,C10109,2025-05-01,199.0,wire,settled
PAY00001703,INV0001703,C10109,2025-06-11,169.15,card,settled
PAY00001704,INV0001704,C10109,2025-07-01,189.0,wire,settled
PAY00001705,INV0001705,C10109,2025-08-03,179.1,wire,settled
PAY00001706,INV0001706,C10109,2025-09-06,199.0,wire,settled
PAY00001707,INV0001707,C10110,2023-04-01,34.0,wire,settled
PAY00001708,INV0001708,C10110,2023-05-04,49.0,card,settled
PAY00001709,INV0001709,C10110,2023-06-01,39.0,card,settled
PAY00001710,INV0001710,C10110,2023-07-01,49.0,ach,settled
PAY00001711,INV0001711,C10111,2025-01-02,39.2,ach,settled
PAY00001712,INV0001712,C10111,2025-02-02,41.65,ach,settled
PAY00001713,INV0001713,C10111,2025-03-01,34.0,card,settled
PAY00001714,INV0001714,C10111,2025-04-06,49.0,card,settled
PAY00001715,INV0001715,C10111,2025-05-08,49.0,card,settled
PAY00001716,INV0001716,C10111,2025-06-01,49.0,wire,settled
PAY00001717,INV0001717,C10111,2025-07-03,39.0,wire,settled
PAY00001718,INV0001718,C10111,2025-08-04,36.75,ach,settled
PAY00001719,INV0001719,C10111,2025-09-03,39.0,wire,settled
PAY00001720,INV0001720,C10112,2024-01-01,49.0,card,settled
PAY00001721,INV0001721,C10112,2024-02-01,49.0,wire,settled
PAY00001722,INV0001722,C10112,2024-03-08,44.0,wire,settled
PAY00001723,INV0001723,C10112,2024-04-01,39.0,ach,settled
PAY00001724,INV0001724,C10112,2024-05-02,49.0,card,settled
PAY00001725,INV0001725,C10112,2024-06-03,34.0,ach,settled
PAY00001726,INV0001726,C10113,2025-04-04,169.15,ach,settled
PAY00001727,INV0001727,C10113,2025-05-01,159.2,card,settled
PAY00001728,INV0001728,C10113,2025-06-02,149.25,card,settled
PAY00001729,INV0001729,C10113,2025-07-01,199.0,ach,settled
PAY00001730,INV0001730,C10113,2025-08-16,199.0,wire,settled
PAY00001731,INV0001731,C10113,2025-09-06,174.0,wire,settled
PAY00001732,INV0001732,C10114,2025-04-04,39.2,card,settled
PAY00001733,INV0001733,C10114,2025-05-01,49.0,ach,settled
PAY00001734,INV0001734,C10114,2025-06-04,44.0,ach,settled
PAY00001735,INV0001735,C10114,2025-07-02,49.0,wire,settled
PAY00001736,INV0001736,C10114,2025-08-03,39.2,card,settled
PAY00001737,INV0001737,C10114,2025-09-02,49.0,ach,settled
PAY00001738,INV0001738,C10115,2024-09-06,49.0,wire,settled
PAY00001739,INV0001739,C10115,2024-10-01,49.0,card,settled
PAY00001740,INV0001740,C10115,2024-11-11,49.0,ach,settled
PAY00001741,INV0001741,C10115,2024-12-02,39.2,ach,settled
PAY00001742,INV0001742,C10115,2025-01-08,49.0,wire,settled
PAY00001743,INV0001743,C10115,2025-02-01,49.0,ach,settled
PAY00001744,INV0001744,C10115,2025-03-01,49.0,card,settled
PAY00001745,INV0001745,C10115,2025-04-06,44.0,wire,settled
PAY00001746,INV0001746,C10115,2025-05-06,39.0,ach,settled
PAY00001747,INV0001747,C10115,2025-06-01,44.0,wire,settled
PAY00001748,INV0001748,C10115,2025-07-01,49.0,card,settled
PAY00001749,INV0001749,C10115,,0.0,,failed
PAY00001750,INV0001750,C10115,2025-09-03,34.0,ach,settled
PAY00001751,INV0001751,C10116,2024-10-03,44.0,card,settled
PAY00001752,INV0001752,C10116,2024-11-01,24.0,wire,settled
PAY00001753,INV0001753,C10116,2024-12-01,39.0,wire,settled
PAY00001754,INV0001754,C10117,2024-09-01,34.0,ach,settled
PAY00001755,INV0001755,C10117,2024-10-01,49.0,ach,settled
PAY00001756,INV0001756,C10117,2024-11-03,44.1,card,settled
PAY00001757,INV0001757,C10117,2024-12-03,39.0,wire,settled
PAY00001758,INV0001758,C10117,2025-01-11,41.65,wire,settled
PAY00001759,INV0001759,C10117,2025-02-08,49.0,wire,settled
PAY00001760,INV0001760,C10117,2025-02-06,199.0,wire,settled
PAY00001761,INV0001761,C10117,2025-03-26,159.2,card,settled
PAY00001762,INV0001762,C10117,2025-04-02,199.0,wire,settled
PAY00001763,INV0001763,C10117,2025-05-04,199.0,wire,settled
PAY00001764,INV0001764,C10117,2025-06-02,199.0,card,settled
PAY00001765,INV0001765,C10117,2025-07-16,179.1,card,settled
PAY00001766,INV0001766,C10117,2025-08-04,194.0,wire,settled
PAY00001767,INV0001767,C10117,2025-09-02,159.2,ach,settled
PAY00001768,INV0001768,C10118,2023-10-06,199.0,card,settled
PAY00001769,INV0001769,C10118,2023-11-04,159.2,ach,settled
PAY00001770,INV0001770,C10118,2023-12-01,169.15,ach,settled
PAY00001771,INV0001771,C10118,2024-01-02,194.0,ach,settled
PAY00001772,INV0001772,C10118,,0.0,,failed
PAY00001773,INV0001773,C10118,2024-03-02,199.0,card,settled
PAY00001774,INV0001774,C10118,2024-04-01,169.15,card,settled
PAY00001775,INV0001775,C10118,2024-05-02,199.0,ach,settled
PAY00001776,INV0001776,C10118,,0.0,,failed
PAY00001777,INV0001777,C10118,2024-07-02,179.1,card,settled
PAY00001778,INV0001778,C10118,2024-08-08,199.0,card,settled
PAY00001779,INV0001779,C10118,2024-09-02,199.0,wire,settled
PAY00001780,INV0001780,C10118,2024-10-01,184.0,wire,settled
PAY00001781,INV0001781,C10118,2024-11-08,169.15,card,settled
PAY00001782,INV0001782,C10118,2024-12-08,199.0,ach,settled
PAY00001783,INV0001783,C10118,2025-01-02,199.0,card,settled
PAY00001784,INV0001784,C10118,2025-02-02,159.2,wire,settled
PAY00001785,INV0001785,C10118,2025-03-03,199.0,wire,settled
PAY00001786,INV0001786,C10118,2025-04-11,189.0,card,settled
PAY00001787,INV0001787,C10118,2025-05-21,199.0,ach,settled
PAY00001788,INV0001788,C10118,2025-06-03,199.0,ach,settled
PAY00001789,INV0001789,C10118,2025-07-11,199.0,ach,settled
PAY00001790,INV0001790,C10118,2025-08-01,169.15,card,settled
PAY00001791,INV0001791,C10118,2025-09-01,159.2,ach,settled
PAY00001792,INV0001792,C10119,2023-11-02,41.65,wire,settled
PAY00001793,INV0001793,C10119,2023-12-02,44.0,card,settled
PAY00001794,INV0001794,C10119,2024-01-08,49.0,ach,settled
PAY00001795,INV0001795,C10119,2024-02-01,44.1,card,settled
PAY00001796,INV0001796,C10119,2024-03-04,39.0,card,settled
PAY00001797,INV0001797,C10119,2024-04-01,39.2,card,settled
PAY00001798,INV0001798,C10119,2024-05-03,24.0,ach,settled
PAY00001799,INV0001799,C10119,2024-06-02,49.0,card,settled
PAY00001800,INV0001800,C10119,2024-07-02,49.0,wire,settled
PAY00001801,INV0001801,C10120,2025-06-02,159.2,card,settled
PAY00001802,INV0001802,C10120,2025-07-16,179.1,ach,settled
PAY00001803,INV0001803,C10120,2025-08-06,149.25,card,settled
PAY00001804,INV0001804,C10120,2025-09-02,199.0,ach,settled
PAY00001805,INV0001805,C10121,2025-04-01,174.0,card,settled
PAY00001806,INV0001806,C10121,2025-05-04,179.1,ach,settled
PAY00001807,INV0001807,C10121,,0.0,,failed
PAY00001808,INV0001808,C10121,2025-07-16,199.0,ach,settled
PAY00001809,INV0001809,C10121,2025-08-06,179.1,card,settled
PAY00001810,INV0001810,C10121,2025-09-04,199.0,card,settled
PAY00001811,INV0001811,C10122,2023-02-21,719.2,ach,settled
PAY00001812,INV0001812,C10122,2023-03-02,764.15,ach,settled
PAY00001813,INV0001813,C10122,2023-04-03,894.0,card,settled
PAY00001814,INV0001814,C10122,2023-05-01,889.0,ach,settled
PAY00001815,INV0001815,C10122,,0.0,,failed
PAY00001816,INV0001816,C10122,2023-07-02,874.0,card,settled
PAY00001817,INV0001817,C10122,2023-08-02,899.0,ach,settled
PAY00001818,INV0001818,C10122,2023-09-03,894.0,card,settled
PAY00001819,INV0001819,C10122,2023-10-01,889.0,wire,settled
PAY00001820,INV0001820,C10122,2023-11-04,764.15,card,settled
PAY00001821,INV0001821,C10122,2023-12-02,899.0,ach,settled
PAY00001822,INV0001822,C10122,2024-01-03,674.25,ach,settled
PAY00001823,INV0001823,C10122,2024-02-01,889.0,card,settled
PAY00001824,INV0001824,C10122,2024-03-01,719.2,card,settled
PAY00001825,INV0001825,C10122,2024-04-04,899.0,ach,settled
PAY00001826,INV0001826,C10122,2024-05-01,884.0,card,settled
PAY00001827,INV0001827,C10122,2024-06-01,899.0,wire,settled
PAY00001828,INV0001828,C10122,2024-07-04,674.25,ach,settled
PAY00001829,INV0001829,C10122,,0.0,,failed
PAY00001830,INV0001830,C10122,,0.0,,failed
PAY00001831,INV0001831,C10122,2024-10-03,894.0,wire,settled
PAY00001832,INV0001832,C10122,2024-11-16,809.1,wire,settled
PAY00001833,INV0001833,C10122,2024-12-01,889.0,ach,settled
PAY00001834,INV0001834,C10122,2025-01-01,889.0,wire,settled
PAY00001835,INV0001835,C10122,2025-02-04,764.15,ach,settled
PAY00001836,INV0001836,C10122,2025-03-02,809.1,ach,settled
PAY00001837,INV0001837,C10122,2025-04-11,889.0,wire,settled
PAY00001838,INV0001838,C10122,2025-05-08,899.0,card,settled
PAY00001839,INV0001839,C10122,2025-06-01,874.0,wire,settled
PAY00001840,INV0001840,C10122,2025-07-01,899.0,ach,settled
PAY00001841,INV0001841,C10122,2025-08-08,899.0,card,settled
PAY00001842,INV0001842,C10122,2025-09-02,674.25,card,settled
PAY00001843,INV0001843,C10123,2025-03-21,199.0,ach,settled
PAY00001844,INV0001844,C10123,2025-04-03,184.0,wire,settled
PAY00001845,INV0001845,C10123,,0.0,,failed
PAY00001846,INV0001846,C10123,2025-06-08,199.0,ach,settled
PAY00001847,INV0001847,C10123,2025-07-03,199.0,wire,settled
PAY00001848,INV0001848,C10123,2025-08-06,199.0,card,settled
PAY00001849,INV0001849,C10123,2025-09-03,149.25,card,settled
PAY00001850,INV0001850,C10124,2023-09-06,49.0,ach,settled
PAY00001851,INV0001851,C10124,,0.0,,failed
PAY00001852,INV0001852,C10124,2023-11-01,39.0,wire,settled
PAY00001853,INV0001853,C10124,2023-12-03,49.0,card,settled
PAY00001854,INV0001854,C10124,2024-01-01,41.65,ach,settled
PAY00001855,INV0001855,C10124,2024-02-03,39.2,card,settled
PAY00001856,INV0001856,C10124,,0.0,,failed
PAY00001857,INV0001857,C10124,2024-03-01,41.65,ach,settled
PAY00001858,INV0001858,C10124,2024-04-06,44.1,wire,settled
PAY00001859,INV0001859,C10124,2024-05-08,41.65,card,settled
PAY00001860,INV0001860,C10124,2024-06-01,49.0,card,settled
PAY00001861,INV0001861,C10124,2024-07-03,34.0,wire,settled
PAY00001862,INV0001862,C10124,2024-08-01,36.75,wire,settled
PAY00001863,INV0001863,C10124,2024-09-01,24.0,card,settled
PAY00001864,INV0001864,C10124,2024-10-02,41.65,wire,settled
PAY00001865,INV0001865,C10124,2024-11-01,49.0,ach,settled
PAY00001866,INV0001866,C10124,2024-12-04,41.65,card,settled
PAY00001867,INV0001867,C10124,2025-01-01,39.0,wire,settled
PAY00001868,INV0001868,C10124,2025-02-04,44.1,card,settled
PAY00001869,INV0001869,C10124,2025-04-10,49.0,ach,settled
PAY00001870,INV0001870,C10124,2025-04-01,49.0,card,settled
PAY00001871,INV0001871,C10124,2025-05-06,24.0,ach,settled
PAY00001872,INV0001872,C10124,2025-06-03,41.65,card,settled
PAY00001873,INV0001873,C10124,2025-07-01,34.0,wire,settled
PAY00001874,INV0001874,C10124,2025-08-03,44.1,card,settled
PAY00001875,INV0001875,C10124,2025-09-11,44.1,card,settled
PAY00001876,INV0001876,C10125,2025-03-03,179.1,ach,settled
PAY00001877,INV0001877,C10125,2025-04-01,199.0,card,settled
PAY00001878,INV0001878,C10125,2025-05-01,179.1,wire,settled
PAY00001879,INV0001879,C10125,2025-06-01,159.2,wire,settled
PAY00001880,INV0001880,C10125,2025-07-03,194.0,ach,settled
PAY00001881,INV0001881,C10125,2025-08-01,199.0,ach,settled
PAY00001882,INV0001882,C10125,2025-09-08,184.0,wire,settled
PAY00001883,INV0001883,C10126,2024-04-02,39.0,ach,settled
PAY00001884,INV0001884,C10126,2024-05-03,49.0,wire,settled
PAY00001885,INV0001885,C10126,2024-06-01,36.75,card,settled
PAY00001886,INV0001886,C10126,2024-07-01,34.0,wire,settled
PAY00001887,INV0001887,C10126,2024-08-08,49.0,ach,settled
PAY00001888,INV0001888,C10126,2024-09-01,39.2,wire,settled
PAY00001889,INV0001889,C10126,2024-10-08,49.0,wire,settled
PAY00001890,INV0001890,C10126,2024-11-08,44.0,wire,settled
PAY00001891,INV0001891,C10126,2024-12-03,24.0,card,settled
PAY00001892,INV0001892,C10126,2025-01-08,34.0,card,settled
PAY00001893,INV0001893,C10126,2025-02-03,36.75,ach,settled
PAY00001894,INV0001894,C10126,2025-03-08,39.0,ach,settled
PAY00001895,INV0001895,C10126,2025-04-08,41.65,ach,settled
PAY00001896,INV0001896,C10126,2025-05-02,49.0,card,settled
PAY00001897,INV0001897,C10126,2025-06-04,24.0,ach,settled
PAY00001898,INV0001898,C10126,2025-07-04,49.0,wire,settled
PAY00001899,INV0001899,C10126,2025-08-02,49.0,ach,settled
PAY00001900,INV0001900,C10126,2025-09-03,34.0,ach,settled
PAY00001901,INV0001901,C10127,2024-04-04,24.0,ach,settled
PAY00001902,INV0001902,C10127,2024-05-01,49.0,card,settled
PAY00001903,INV0001903,C10127,2024-06-01,39.0,ach,settled
PAY00001904,INV0001904,C10127,2024-07-01,49.0,card,settled
PAY00001905,INV0001905,C10127,2024-08-16,39.0,ach,settled
PAY00001906,INV0001906,C10127,2024-09-08,24.0,wire,settled
PAY00001907,INV0001907,C10127,2024-10-01,49.0,ach,settled
PAY00001908,INV0001908,C10127,2024-11-01,24.0,ach,settled
PAY00001909,INV0001909,C10127,2024-12-01,34.0,ach,settled
PAY00001910,INV0001910,C10127,2025-01-01,24.0,ach,settled
PAY00001911,INV0001911,C10127,2025-02-01,49.0,ach,settled
PAY00001912,INV0001912,C10127,2025-03-03,44.0,wire,settled
PAY00001913,INV0001913,C10127,2025-04-01,39.0,ach,settled
PAY00001914,INV0001914,C10127,2025-05-11,44.1,wire,settled
