invoice_id,subscription_id,customer_id,invoice_date,amount,discount_type,discount_value,net_amount,currency
INV0001511,S000113,C10096,2025-08-01,49.0,PERCENT,7.35,41.65,USD
INV0001512,S000113,C10096,2025-09-01,49.0,PERCENT,12.25,36.75,USD
INV0001513,S000114,C10097,2023-05-01,49.0,PERCENT,9.8,39.2,USD
INV0001514,S000114,C10097,2023-06-01,49.0,AMOUNT,10.0,39.0,USD
INV0001515,S000114,C10097,2023-07-01,49.0,PERCENT,4.9,44.1,USD
INV0001516,S000114,C10097,2023-08-01,49.0,,0.0,49.0,USD
INV0001517,S000114,C10097,2023-09-01,49.0,,0.0,49.0,USD
INV0001518,S000114,C10097,2023-10-01,49.0,AMOUNT,15.0,34.0,USD
INV0001519,S000114,C10097,2023-11-01,49.0,PERCENT,4.9,44.1,USD
INV0001520,S000114,C10097,2023-12-01,49.0,AMOUNT,25.0,24.0,USD
INV0001521,S000114,C10097,2024-01-01,49.0,PERCENT,12.25,36.75,USD
INV0001522,S000114,C10097,2024-02-01,49.0,AMOUNT,15.0,34.0,USD
INV0001523,S000114,C10097,2024-03-01,49.0,PERCENT,9.8,39.2,USD
INV0001524,S000114,C10097,2024-04-01,49.0,PERCENT,12.25,36.75,USD
INV0001525,S000114,C10097,2024-05-01,49.0,AMOUNT,5.0,44.0,USD
INV0001526,S000114,C10097,2024-06-01,49.0,PERCENT,12.25,36.75,USD
INV0001527,S000114,C10097,2024-07-01,49.0,AMOUNT,5.0,44.0,USD
INV0001528,S000114,C10097,2024-08-01,49.0,AMOUNT,5.0,44.0,USD
INV0001529,S000114,C10097,2024-09-01,49.0,PERCENT,12.25,36.75,USD
INV0001530,S000114,C10097,2024-10-01,49.0,AMOUNT,10.0,39.0,USD
INV0001531,S000114,C10097,2024-11-01,49.0,AMOUNT,25.0,24.0,USD
INV0001532,S000114,C10097,2024-12-01,49.0,PERCENT,12.25,36.75,USD
INV0001533,S000114,C10097,2025-01-01,49.0,,0.0,49.0,USD
INV0001534,S000114,C10097,2025-02-01,49.0,,0.0,49.0,USD
INV0001535,S000114,C10097,2025-03-01,49.0,AMOUNT,5.0,44.0,USD
INV0001536,S000114,C10097,2025-04-01,49.0,,0.0,49.0,USD
INV0001537,S000114,C10097,2025-05-01,49.0,AMOUNT,15.0,34.0,USD
INV0001538,S000114,C10097,2025-06-01,49.0,,0.0,49.0,USD
INV0001539,S000114,C10097,2025-07-01,49.0,AMOUNT,5.0,44.0,USD
INV0001540,S000114,C10097,2025-08-01,49.0,AMOUNT,25.0,24.0,USD
INV0001541,S000114,C10097,2025-09-01,49.0,,0.0,49.0,USD
INV0001542,S000115,C10098,2023-03-01,199.0,AMOUNT,25.0,174.0,USD
INV0001543,S000115,C10098,2023-04-01,199.0,AMOUNT,15.0,184.0,USD
INV0001544,S000115,C10098,2023-05-01,199.0,PERCENT,39.8,159.2,USD
INV0001545,S000115,C10098,2023-06-01,199.0,AMOUNT,25.0,174.0,USD
INV0001546,S000115,C10098,2023-07-01,199.0,AMOUNT,15.0,184.0,USD
INV0001547,S000115,C10098,2023-08-01,199.0,,0.0,199.0,USD
INV0001548,S000115,C10098,2023-09-01,199.0,,0.0,199.0,USD
INV0001549,S000115,C10098,2023-10-01,199.0,PERCENT,29.85,169.15,USD
INV0001550,S000115,C10098,2023-11-01,199.0,PERCENT,19.9,179.1,USD
INV0001551,S000115,C10098,2023-12-01,199.0,PERCENT,49.75,149.25,USD
INV0001552,S000115,C10098,2024-01-01,199.0,AMOUNT,10.0,189.0,USD
INV0001553,S000115,C10098,2024-02-01,199.0,PERCENT,49.75,149.25,USD
INV0001554,S000115,C10098,2024-03-01,199.0,,0.0,199.0,USD
INV0001555,S000115,C10098,2024-04-01,199.0,PERCENT,49.75,149.25,USD
INV0001556,S000115,C10098,2024-05-01,199.0,,0.0,199.0,USD
INV0001557,S000116,C10099,2025-08-01,199.0,PERCENT,39.8,159.2,USD
INV0001558,S000116,C10099,2025-09-01,199.0,PERCENT,49.75,149.25,USD
INV0001559,S000117,C10100,2024-02-01,49.0,PERCENT,4.9,44.1,USD
INV0001560,S000117,C10100,2024-03-01,49.0,AMOUNT,25.0,24.0,USD
INV0001561,S000117,C10100,2024-04-01,49.0,PERCENT,7.35,41.65,USD
INV0001562,S000117,C10100,2024-05-01,49.0,,0.0,49.0,USD
INV0001563,S000117,C10100,2024-06-01,49.0,PERCENT,12.25,36.75,USD
INV0001564,S000117,C10100,2024-07-01,49.0,AMOUNT,25.0,24.0,USD
INV0001565,S000117,C10100,2024-08-01,49.0,PERCENT,12.25,36.75,USD
INV0001566,S000117,C10100,2024-09-01,49.0,AMOUNT,25.0,24.0,USD
INV0001567,S000117,C10100,2024-10-01,49.0,PERCENT,4.9,44.1,USD
INV0001568,S000117,C10100,2024-11-01,49.0,PERCENT,4.9,44.1,USD
INV0001569,S000117,C10100,2024-12-01,49.0,AMOUNT,15.0,34.0,USD
INV0001570,S000117,C10100,2025-01-01,49.0,AMOUNT,15.0,34.0,USD
INV0001571,S000117,C10100,2025-02-01,49.0,,0.0,49.0,USD
INV0001572,S000117,C10100,2025-03-01,49.0,AMOUNT,5.0,44.0,USD
INV0001573,S000117,C10100,2025-04-01,49.0,AMOUNT,25.0,24.0,USD
INV0001574,S000117,C10100,2025-05-01,49.0,,0.0,49.0,USD
INV0001575,S000117,C10100,2025-06-01,49.0,,0.0,49.0,USD
INV0001576,S000117,C10100,2025-07-01,49.0,,0.0,49.0,USD
INV0001577,S000117,C10100,2025-08-01,49.0,AMOUNT,5.0,44.0,USD
INV0001578,S000117,C10100,2025-09-01,49.0,PERCENT,9.8,39.2,USD
INV0001579,S000118,C10101,2023-01-01,49.0,PERCENT,12.25,36.75,USD
INV0001580,S000118,C10101,2023-02-01,49.0,PERCENT,7.35,41.65,USD
INV0001581,S000118,C10101,2023-03-01,49.0,,0.0,49.0,USD
INV0001582,S000118,C10101,2023-04-01,49.0,AMOUNT,25.0,24.0,USD
INV0001583,S000118,C10101,2023-05-01,49.0,PERCENT,7.35,41.65,USD
INV0001584,S000118,C10101,2023-06-01,49.0,PERCENT,4.9,44.1,USD
INV0001585,S000118,C10101,2023-07-01,49.0,,0.0,49.0,USD
INV0001586,S000118,C10101,2023-08-01,49.0,,0.0,49.0,USD
INV0001587,S000118,C10101,2023-09-01,49.0,AMOUNT,10.0,39.0,USD
INV0001588,S000119,C10102,2024-09-01,899.0,PERCENT,224.75,674.25,USD
INV0001589,S000119,C10102,2024-10-01,899.0,AMOUNT,15.0,884.0,USD
INV0001590,S000119,C10102,2024-11-01,899.0,,0.0,899.0,USD
INV0001591,S000119,C10102,2024-12-01,899.0,,0.0,899.0,USD
INV0001592,S000119,C10102,2025-01-01,899.0,,0.0,899.0,USD
INV0001593,S000119,C10102,2025-02-01,899.0,,0.0,899.0,USD
INV0001594,S000119,C10102,2025-03-01,899.0,,0.0,899.0,USD
INV0001595,S000119,C10102,2025-04-01,899.0,AMOUNT,25.0,874.0,USD
INV0001596,S000119,C10102,2025-05-01,899.0,,0.0,899.0,USD
INV0001597,S000119,C10102,2025-06-01,899.0,AMOUNT,25.0,874.0,USD
INV0001598,S000119,C10102,2025-07-01,899.0,PERCENT,89.9,809.1,USD
INV0001599,S000119,C10102,2025-08-01,899.0,AMOUNT,15.0,884.0,USD
INV0001600,S000119,C10102,2025-09-01,899.0,,0.0,899.0,USD
INV0001601,S000120,C10103,2024-08-01,899.0,PERCENT,89.9,809.1,USD
INV0001602,S000120,C10103,2024-09-01,899.0,AMOUNT,5.0,894.0,USD
INV0001603,S000120,C10103,2024-10-01,899.0,,0.0,899.0,USD
INV0001604,S000120,C10103,2024-11-01,899.0,AMOUNT,5.0,894.0,USD
INV0001605,S000120,C10103,2024-12-01,899.0,PERCENT,134.85,764.15,USD
INV0001606,S000120,C10103,2025-01-01,899.0,PERCENT,134.85,764.15,USD
INV0001607,S000120,C10103,2025-02-01,899.0,PERCENT,89.9,809.1,USD
INV0001608,S000120,C10103,2025-03-01,899.0,AMOUNT,5.0,894.0,USD
INV0001609,S000120,C10103,2025-04-01,899.0,AMOUNT,25.0,874.0,USD
INV0001610,S000120,C10103,2025-05-01,899.0,PERCENT,134.85,764.15,USD
INV0001611,S000120,C10103,2025-06-01,899.0,AMOUNT,15.0,884.0,USD
INV0001612,S000120,C10103,2025-07-01,899.0,PERCENT,134.85,764.15,USD
INV0001613,S000120,C10103,2025-08-01,899.0,AMOUNT,10.0,889.0,USD
INV0001614,S000120,C10103,2025-09-01,899.0,AMOUNT,5.0,894.0,USD
INV0001615,S000121,C10104,2023-07-01,199.0,,0.0,199.0,USD
INV0001616,S000121,C10104,2023-08-01,199.0,AMOUNT,15.0,184.0,USD
INV0001617,S000121,C10104,2023-09-01,199.0,PERCENT,19.9,179.1,USD
INV0001618,S000121,C10104,2023-10-01,199.0,PERCENT,19.9,179.1,USD
INV0001619,S000121,C10104,2023-11-01,199.0,,0.0,199.0,USD
INV0001620,S000121,C10104,2023-12-01,199.0,PERCENT,49.75,149.25,USD
INV0001621,S000121,C10104,2024-01-01,199.0,AMOUNT,5.0,194.0,USD
INV0001622,S000121,C10104,2024-02-01,199.0,AMOUNT,15.0,184.0,USD
INV0001623,S000121,C10104,2024-03-01,199.0,PERCENT,19.9,179.1,USD
INV0001624,S000121,C10104,2024-04-01,199.0,PERCENT,29.85,169.15,USD
INV0001625,S000121,C10104,2024-05-01,199.0,PERCENT,49.75,149.25,USD
INV0001626,S000121,C10104,2024-06-01,199.0,,0.0,199.0,USD
INV0001627,S000121,C10104,2024-07-01,199.0,AMOUNT,10.0,189.0,USD
INV0001628,S000121,C10104,2024-08-01,199.0,PERCENT,29.85,169.15,USD
INV0001629,S000121,C10104,2024-09-01,199.0,,0.0,199.0,USD
INV0001630,S000121,C10104,2024-10-01,199.0,AMOUNT,5.0,194.0,USD
INV0001631,S000121,C10104,2024-11-01,199.0,,0.0,199.0,USD
INV0001632,S000121,C10104,2024-12-01,199.0,AMOUNT,10.0,189.0,USD
INV0001633,S000121,C10104,2025-01-01,199.0,,0.0,199.0,USD
INV0001634,S000121,C10104,2025-02-01,199.0,AMOUNT,15.0,184.0,USD
INV0001635,S000121,C10104,2025-03-01,199.0,,0.0,199.0,USD
INV0001636,S000121,C10104,2025-04-01,199.0,AMOUNT,5.0,194.0,USD
INV0001637,S000121,C10104,2025-05-01,199.0,PERCENT,29.85,169.15,USD
INV0001638,S000121,C10104,2025-06-01,199.0,,0.0,199.0,USD
INV0001639,S000121,C10104,2025-07-01,199.0,AMOUNT,15.0,184.0,USD
INV0001640,S000121,C10104,2025-08-01,199.0,PERCENT,29.85,169.15,USD
INV0001641,S000121,C10104,2025-09-01,199.0,AMOUNT,15.0,184.0,USD
INV0001642,S000122,C10105,2025-08-01,199.0,PERCENT,19.9,179.1,USD
INV0001643,S000122,C10105,2025-09-01,199.0,AMOUNT,10.0,189.0,USD
INV0001644,S000123,C10106,2023-02-01,49.0,PERCENT,12.25,36.75,USD
INV0001645,S000123,C10106,2023-03-01,49.0,AMOUNT,25.0,24.0,USD
INV0001646,S000123,C10106,2023-04-01,49.0,PERCENT,4.9,44.1,USD
INV0001647,S000123,C10106,2023-05-01,49.0,PERCENT,12.25,36.75,USD
INV0001648,S000123,C10106,2023-06-01,49.0,,0.0,49.0,USD
INV0001649,S000123,C10106,2023-07-01,49.0,PERCENT,12.25,36.75,USD
INV0001650,S000123,C10106,2023-08-01,49.0,,0.0,49.0,USD
INV0001651,S000123,C10106,2023-09-01,49.0,AMOUNT,15.0,34.0,USD
INV0001652,S000123,C10106,2023-10-01,49.0,PERCENT,7.35,41.65,USD
INV0001653,S000123,C10106,2023-11-01,49.0,PERCENT,4.9,44.1,USD
INV0001654,S000123,C10106,2023-12-01,49.0,AMOUNT,15.0,34.0,USD
INV0001655,S000123,C10106,2024-01-01,49.0,PERCENT,12.25,36.75,USD
INV0001656,S000123,C10106,2024-02-01,49.0,PERCENT,7.35,41.65,USD
INV0001657,S000123,C10106,2024-03-01,49.0,,0.0,49.0,USD
INV0001658,S000123,C10106,2024-04-01,49.0,,0.0,49.0,USD
INV0001659,S000123,C10106,2024-05-01,49.0,AMOUNT,25.0,24.0,USD
INV0001660,S000124,C10107,2025-02-01,899.0,,0.0,899.0,USD
INV0001661,S000124,C10107,2025-03-01,899.0,PERCENT,89.9,809.1,USD
INV0001662,S000124,C10107,2025-04-01,899.0,AMOUNT,5.0,894.0,USD
INV0001663,S000124,C10107,2025-05-01,899.0,PERCENT,224.75,674.25,USD
INV0001664,S000124,C10107,2025-06-01,899.0,AMOUNT,10.0,889.0,USD
INV0001665,S000124,C10107,2025-07-01,899.0,,0.0,899.0,USD
INV0001666,S000124,C10107,2025-08-01,899.0,PERCENT,224.75,674.25,USD
INV0001667,S000124,C10107,2025-09-01,899.0,,0.0,899.0,USD
INV0001668,S000125,C10108,2024-06-01,899.0,,0.0,899.0,USD
INV0001669,S000125,C10108,2024-07-01,899.0,PERCENT,224.75,674.25,USD
INV0001670,S000125,C10108,2024-08-01,899.0,AMOUNT,25.0,874.0,USD
INV0001671,S000125,C10108,2024-09-01,899.0,AMOUNT,5.0,894.0,USD
INV0001672,S000125,C10108,2024-10-01,899.0,,0.0,899.0,USD
INV0001673,S000125,C10108,2024-11-01,899.0,AMOUNT,10.0,889.0,USD
INV0001674,S000125,C10108,2024-12-01,899.0,AMOUNT,25.0,874.0,USD
INV0001675,S000125,C10108,2025-01-01,899.0,PERCENT,134.85,764.15,USD
INV0001676,S000125,C10108,2025-02-01,899.0,PERCENT,224.75,674.25,USD
INV0001677,S000125,C10108,2025-03-01,899.0,AMOUNT,10.0,889.0,USD
INV0001678,S000125,C10108,2025-04-01,899.0,,0.0,899.0,USD
INV0001679,S000126,C10108,2025-04-01,899.0,AMOUNT,10.0,889.0,USD
INV0001680,S000126,C10108,2025-05-01,899.0,AMOUNT,5.0,894.0,USD
INV0001681,S000126,C10108,2025-06-01,899.0,,0.0,899.0,USD
INV0001682,S000126,C10108,2025-07-01,899.0,,0.0,899.0,USD
INV0001683,S000126,C10108,2025-08-01,899.0,PERCENT,89.9,809.1,USD
INV0001684,S000126,C10108,2025-09-01,899.0,,0.0,899.0,USD
INV0001685,S000127,C10109,2023-12-01,199.0,AMOUNT,5.0,194.0,USD
INV0001686,S000127,C10109,2024-01-01,199.0,AMOUNT,25.0,174.0,USD
INV0001687,S000127,C10109,2024-02-01,199.0,,0.0,199.0,USD
INV0001688,S000127,C10109,2024-03-01,199.0,PERCENT,19.9,179.1,USD
INV0001689,S000127,C10109,2024-04-01,199.0,,0.0,199.0,USD
INV0001690,S000127,C10109,2024-05-01,199.0,,0.0,199.0,USD
INV0001691,S000127,C10109,2024-06-01,199.0,,0.0,199.0,USD
INV0001692,S000127,C10109,2024-07-01,199.0,,0.0,199.0,USD
INV0001693,S000127,C10109,2024-08-01,199.0,AMOUNT,15.0,184.0,USD
INV0001694,S000127,C10109,2024-09-01,199.0,AMOUNT,25.0,174.0,USD
INV0001695,S000127,C10109,2024-10-01,199.0,,0.0,199.0,USD
INV0001696,S000127,C10109,2024-11-01,199.0,AMOUNT,5.0,194.0,USD
INV0001697,S000127,C10109,2024-12-01,199.0,AMOUNT,5.0,194.0,USD
INV0001698,S000127,C10109,2025-01-01,199.0,,0.0,199.0,USD
INV0001699,S000127,C10109,2025-02-01,199.0,AMOUNT,15.0,184.0,USD
INV0001700,S000127,C10109,2025-03-01,199.0,PERCENT,19.9,179.1,USD
INV0001701,S000127,C10109,2025-04-01,199.0,AMOUNT,10.0,189.0,USD
INV0001702,S000127,C10109,2025-05-01,199.0,,0.0,199.0,USD
INV0001703,S000127,C10109,2025-06-01,199.0,PERCENT,29.85,169.15,USD
INV0001704,S000127,C10109,2025-07-01,199.0,AMOUNT,10.0,189.0,USD
INV0001705,S000127,C10109,2025-08-01,199.0,PERCENT,19.9,179.1,USD
INV0001706,S000127,C10109,2025-09-01,199.0,,0.0,199.0,USD
INV0001707,S000128,C10110,2023-04-01,49.0,AMOUNT,15.0,34.0,USD
INV0001708,S000128,C10110,2023-05-01,49.0,,0.0,49.0,USD
INV0001709,S000128,C10110,2023-06-01,49.0,AMOUNT,10.0,39.0,USD
INV0001710,S000128,C10110,2023-07-01,49.0,,0.0,49.0,USD
INV0001711,S000129,C10111,2025-01-01,49.0,PERCENT,9.8,39.2,USD
INV0001712,S000129,C10111,2025-02-01,49.0,PERCENT,7.35,41.65,USD
INV0001713,S000129,C10111,2025-03-01,49.0,AMOUNT,15.0,34.0,USD
INV0001714,S000129,C10111,2025-04-01,49.0,,0.0,49.0,USD
INV0001715,S000129,C10111,2025-05-01,49.0,,0.0,49.0,USD
INV0001716,S000129,C10111,2025-06-01,49.0,,0.0,49.0,USD
INV0001717,S000129,C10111,2025-07-01,49.0,AMOUNT,10.0,39.0,USD
INV0001718,S000129,C10111,2025-08-01,49.0,PERCENT,12.25,36.75,USD
INV0001719,S000129,C10111,2025-09-01,49.0,AMOUNT,10.0,39.0,USD
INV0001720,S000130,C10112,2024-01-01,49.0,,0.0,49.0,USD
INV0001721,S000130,C10112,2024-02-01,49.0,,0.0,49.0,USD
INV0001722,S000130,C10112,2024-03-01,49.0,AMOUNT,5.0,44.0,USD
INV0001723,S000130,C10112,2024-04-01,49.0,AMOUNT,10.0,39.0,USD
INV0001724,S000130,C10112,2024-05-01,49.0,,0.0,49.0,USD
INV0001725,S000130,C10112,2024-06-01,49.0,AMOUNT,15.0,34.0,USD
INV0001726,S000131,C10113,2025-04-01,199.0,PERCENT,29.85,169.15,USD
INV0001727,S000131,C10113,2025-05-01,199.0,PERCENT,39.8,159.2,USD
INV0001728,S000131,C10113,2025-06-01,199.0,PERCENT,49.75,149.25,USD
INV0001729,S000131,C10113,2025-07-01,199.0,,0.0,199.0,USD
INV0001730,S000131,C10113,2025-08-01,199.0,,0.0,199.0,USD
INV0001731,S000131,C10113,2025-09-01,199.0,AMOUNT,25.0,174.0,USD
INV0001732,S000132,C10114,2025-04-01,49.0,PERCENT,9.8,39.2,USD
INV0001733,S000132,C10114,2025-05-01,49.0,,0.0,49.0,USD
INV0001734,S000132,C10114,2025-06-01,49.0,AMOUNT,5.0,44.0,USD
INV0001735,S000132,C10114,2025-07-01,49.0,,0.0,49.0,USD
INV0001736,S000132,C10114,2025-08-01,49.0,PERCENT,9.8,39.2,USD
INV0001737,S000132,C10114,2025-09-01,49.0,,0.0,49.0,USD
INV0001738,S000133,C10115,2024-09-01,49.0,,0.0,49.0,USD
INV0001739,S000133,C10115,2024-10-01,49.0,,0.0,49.0,USD
INV0001740,S000133,C10115,2024-11-01,49.0,,0.0,49.0,USD
INV0001741,S000133,C10115,2024-12-01,49.0,PERCENT,9.8,39.2,USD
INV0001742,S000133,C10115,2025-01-01,49.0,,0.0,49.0,USD
INV0001743,S000133,C10115,2025-02-01,49.0,,0.0,49.0,USD
INV0001744,S000133,C10115,2025-03-01,49.0,,0.0,49.0,USD
INV0001745,S000133,C10115,2025-04-01,49.0,AMOUNT,5.0,44.0,USD
INV0001746,S000133,C10115,2025-05-01,49.0,AMOUNT,10.0,39.0,USD
INV0001747,S000133,C10115,2025-06-01,49.0,AMOUNT,5.0,44.0,USD
INV0001748,S000133,C10115,2025-07-01,49.0,,0.0,49.0,USD
INV0001749,S000133,C10115,2025-08-01,49.0,PERCENT,4.9,44.1,USD
INV0001750,S000133,C10115,2025-09-01,49.0,AMOUNT,15.0,34.0,USD
INV0001751,S000134,C10116,2024-10-01,49.0,AMOUNT,5.0,44.0,USD
INV0001752,S000134,C10116,2024-11-01,49.0,AMOUNT,25.0,24.0,USD
INV0001753,S000134,C10116,2024-12-01,49.0,AMOUNT,10.0,39.0,USD
INV0001754,S000135,C10117,2024-09-01,49.0,AMOUNT,15.0,34.0,USD
INV0001755,S000135,C10117,2024-10-01,49.0,,0.0,49.0,USD
INV0001756,S000135,C10117,2024-11-01,49.0,PERCENT,4.9,44.1,USD
INV0001757,S000135,C10117,2024-12-01,49.0,AMOUNT,10.0,39.0,USD
INV0001758,S000135,C10117,2025-01-01,49.0,PERCENT,7.35,41.65,USD
INV0001759,S000135,C10117,2025-02-01,49.0,,0.0,49.0,USD
INV0001760,S000136,C10117,2025-02-01,199.0,,0.0,199.0,USD
INV0001761,S000136,C10117,2025-03-01,199.0,PERCENT,39.8,159.2,USD
INV0001762,S000136,C10117,2025-04-01,199.0,,0.0,199.0,USD
INV0001763,S000136,C10117,2025-05-01,199.0,,0.0,199.0,USD
INV0001764,S000136,C10117,2025-06-01,199.0,,0.0,199.0,USD
INV0001765,S000136,C10117,2025-07-01,199.0,PERCENT,19.9,179.1,USD
INV0001766,S000136,C10117,2025-08-01,199.0,AMOUNT,5.0,194.0,USD
INV0001767,S000136,C10117,2025-09-01,199.0,PERCENT,39.8,159.2,USD
INV0001768,S000137,C10118,2023-10-01,199.0,,0.0,199.0,USD
INV0001769,S000137,C10118,2023-11-01,199.0,PERCENT,39.8,159.2,USD
INV0001770,S000137,C10118,2023-12-01,199.0,PERCENT,29.85,169.15,USD
INV0001771,S000137,C10118,2024-01-01,199.0,AMOUNT,5.0,194.0,USD
INV0001772,S000137,C10118,2024-02-01,199.0,PERCENT,39.8,159.2,USD
INV0001773,S000137,C10118,2024-03-01,199.0,,0.0,199.0,USD
INV0001774,S000137,C10118,2024-04-01,199.0,PERCENT,29.85,169.15,USD
INV0001775,S000137,C10118,2024-05-01,199.0,,0.0,199.0,USD
INV0001776,S000137,C10118,2024-06-01,199.0,AMOUNT,15.0,184.0,USD
INV0001777,S000137,C10118,2024-07-01,199.0,PERCENT,19.9,179.1,USD
INV0001778,S000137,C10118,2024-08-01,199.0,,0.0,199.0,USD
INV0001779,S000137,C10118,2024-09-01,199.0,,0.0,199.0,USD
INV0001780,S000137,C10118,2024-10-01,199.0,AMOUNT,15.0,184.0,USD
INV0001781,S000137,C10118,2024-11-01,199.0,PERCENT,29.85,169.15,USD
INV0001782,S000137,C10118,2024-12-01,199.0,,0.0,199.0,USD
INV0001783,S000137,C10118,2025-01-01,199.0,,0.0,199.0,USD
INV0001784,S000137,C10118,2025-02-01,199.0,PERCENT,39.8,159.2,USD
INV0001785,S000137,C10118,2025-03-01,199.0,,0.0,199.0,USD
INV0001786,S000137,C10118,2025-04-01,199.0,AMOUNT,10.0,189.0,USD
INV0001787,S000137,C10118,2025-05-01,199.0,,0.0,199.0,USD
INV0001788,S000137,C10118,2025-06-01,199.0,,0.0,199.0,USD
INV0001789,S000137,C10118,2025-07-01,199.0,,0.0,199.0,USD
INV0001790,S000137,C10118,2025-08-01,199.0,PERCENT,29.85,169.15,USD
INV0001791,S000137,C10118,2025-09-01,199.0,PERCENT,39.8,159.2,USD
INV0001792,S000138,C10119,2023-11-01,49.0,PERCENT,7.35,41.65,USD
INV0001793,S000138,C10119,2023-12-01,49.0,AMOUNT,5.0,44.0,USD
INV0001794,S000138,C10119,2024-01-01,49.0,,0.0,49.0,USD
INV0001795,S000138,C10119,2024-02-01,49.0,PERCENT,4.9,44.1,USD
INV0001796,S000138,C10119,2024-03-01,49.0,AMOUNT,10.0,39.0,USD
INV0001797,S000138,C10119,2024-04-01,49.0,PERCENT,9.8,39.2,USD
INV0001798,S000138,C10119,2024-05-01,49.0,AMOUNT,25.0,24.0,USD
INV0001799,S000138,C10119,2024-06-01,49.0,,0.0,49.0,USD
INV0001800,S000138,C10119,2024-07-01,49.0,,0.0,49.0,USD
INV0001801,S000139,C10120,2025-06-01,199.0,PERCENT,39.8,159.2,USD
INV0001802,S000139,C10120,2025-07-01,199.0,PERCENT,19.9,179.1,USD
INV0001803,S000139,C10120,2025-08-01,199.0,PERCENT,49.75,149.25,USD
INV0001804,S000139,C10120,2025-09-01,199.0,,0.0,199.0,USD
INV0001805,S000140,C10121,2025-04-01,199.0,AMOUNT,25.0,174.0,USD
INV0001806,S000140,C10121,2025-05-01,199.0,PERCENT,19.9,179.1,USD
INV0001807,S000140,C10121,2025-06-01,199.0,PERCENT,29.85,169.15,USD
INV0001808,S000140,C10121,2025-07-01,199.0,,0.0,199.0,USD
INV0001809,S000140,C10121,2025-08-01,199.0,PERCENT,19.9,179.1,USD
INV0001810,S000140,C10121,2025-09-01,199.0,,0.0,199.0,USD
INV0001811,S000141,C10122,2023-02-01,899.0,PERCENT,179.8,719.2,USD
INV0001812,S000141,C10122,2023-03-01,899.0,PERCENT,134.85,764.15,USD
INV0001813,S000141,C10122,2023-04-01,899.0,AMOUNT,5.0,894.0,USD
INV0001814,S000141,C10122,2023-05-01,899.0,AMOUNT,10.0,889.0,USD
INV0001815,S000141,C10122,2023-06-01,899.0,AMOUNT,10.0,889.0,USD
INV0001816,S000141,C10122,2023-07-01,899.0,AMOUNT,25.0,874.0,USD
INV0001817,S000141,C10122,2023-08-01,899.0,,0.0,899.0,USD
INV0001818,S000141,C10122,2023-09-01,899.0,AMOUNT,5.0,894.0,USD
INV0001819,S000141,C10122,2023-10-01,899.0,AMOUNT,10.0,889.0,USD
INV0001820,S000141,C10122,2023-11-01,899.0,PERCENT,134.85,764.15,USD
INV0001821,S000141,C10122,2023-12-01,899.0,,0.0,899.0,USD
INV0001822,S000141,C10122,2024-01-01,899.0,PERCENT,224.75,674.25,USD
INV0001823,S000141,C10122,2024-02-01,899.0,AMOUNT,10.0,889.0,USD
INV0001824,S000141,C10122,2024-03-01,899.0,PERCENT,179.8,719.2,USD
INV0001825,S000141,C10122,2024-04-01,899.0,,0.0,899.0,USD
INV0001826,S000141,C10122,2024-05-01,899.0,AMOUNT,15.0,884.0,USD
INV0001827,S000141,C10122,2024-06-01,899.0,,0.0,899.0,USD
INV0001828,S000141,C10122,2024-07-01,899.0,PERCENT,224.75,674.25,USD
INV0001829,S000141,C10122,2024-08-01,899.0,,0.0,899.0,USD
INV0001830,S000141,C10122,2024-09-01,899.0,AMOUNT,5.0,894.0,USD
INV0001831,S000141,C10122,2024-10-01,899.0,AMOUNT,5.0,894.0,USD
INV0001832,S000141,C10122,2024-11-01,899.0,PERCENT,89.9,809.1,USD
INV0001833,S000141,C10122,2024-12-01,899.0,AMOUNT,10.0,889.0,USD
INV0001834,S000141,C10122,2025-01-01,899.0,AMOUNT,10.0,889.0,USD
INV0001835,S000141,C10122,2025-02-01,899.0,PERCENT,134.85,764.15,USD
INV0001836,S000141,C10122,2025-03-01,899.0,PERCENT,89.9,809.1,USD
INV0001837,S000141,C10122,2025-04-01,899.0,AMOUNT,10.0,889.0,USD
INV0001838,S000141,C10122,2025-05-01,899.0,,0.0,899.0,USD
INV0001839,S000141,C10122,2025-06-01,899.0,AMOUNT,25.0,874.0,USD
INV0001840,S000141,C10122,2025-07-01,899.0,,0.0,899.0,USD
INV0001841,S000141,C10122,2025-08-01,899.0,,0.0,899.0,USD
INV0001842,S000141,C10122,2025-09-01,899.0,PERCENT,224.75,674.25,USD
INV0001843,S000142,C10123,2025-03-01,199.0,,0.0,199.0,USD
INV0001844,S000142,C10123,2025-04-01,199.0,AMOUNT,15.0,184.0,USD
INV0001845,S000142,C10123,2025-05-01,199.0,,0.0,199.0,USD
INV0001846,S000142,C10123,2025-06-01,199.0,,0.0,199.0,USD
INV0001847,S000142,C10123,2025-07-01,199.0,,0.0,199.0,USD
INV0001848,S000142,C10123,2025-08-01,199.0,,0.0,199.0,USD
INV0001849,S000142,C10123,2025-09-01,199.0,PERCENT,49.75,149.25,USD
INV0001850,S000143,C10124,2023-09-01,49.0,,0.0,49.0,USD
INV0001851,S000143,C10124,2023-10-01,49.0,PERCENT,12.25,36.75,USD
INV0001852,S000143,C10124,2023-11-01,49.0,AMOUNT,10.0,39.0,USD
INV0001853,S000143,C10124,2023-12-01,49.0,,0.0,49.0,USD
